player_id,player_slug,first_name,last_name,rank,player_url,profile_picture,flag_code,residence,birthplace,birthdate,birth_year,birth_month,birth_day,turned_pro,weight_lbs,weight_kg,height_ft,height_inches,height_cm,handedness,backhand,coach,career_high,career_high_date,prize_money_year,prize_money,titles_year,titles,win_loss_year,win_loss
g476,guillermo-garcia-lopez,Guillermo,Garcia-Lopez,164,/en/players/guillermo-garcia-lopez/g476/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/garcia_lopez_head_ao18.png,ESP,"La Roda (Albacete), Spain","La Roda (Albacete), Spain",(1983.06.04),1983,06,04,2002,176,80,6,"1""",185,Right-Handed, One-Handed Backhand,Juan Manuel Esparcia,23,11.02.21,"$192,038","$8,299,611",0,5,6-8,297-352
kc04,jozef-kovalik,Jozef,Kovalik,165,/en/players/jozef-kovalik/kc04/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/kovalik_head_pp19.png,SVK,"Bratislava, Slovakia","Bratislava, Slovakia",(1992.11.04),1992,11,04,2010,181,82,6,"0""",183,Right-Handed, Two-Handed Backhand,Boris Borgula,80,18.10.22,"$80,828","$831,081",0,0,0-3,14-24
t840,viktor-troicki,Viktor,Troicki,166,/en/players/viktor-troicki/t840/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/troicki_head_ao18.png,SRB,"Belgrade, Serbia","Belgrade, Serbia",(1986.02.10),1986,02,10,2006,189,86,6,"4""",193,Right-Handed, Two-Handed Backhand,Jack Reader,12,11.06.06,"$148,608","$8,609,090",0,3,3-3,291-266
gc89,egor-gerasimov,Egor,Gerasimov,167,/en/players/egor-gerasimov/gc89/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/gerasimov-e_lq15.png,BLR,"Belarus, Minsk","Belarus, Minsk",(1992.11.11),1992,11,11,2010,187,85,6,"5""",196,Right-Handed, Two-Handed Backhand,,121,17.07.31,"$91,665","$449,184",0,0,1-3,20-12
r419,tommy-robredo,Tommy,Robredo,168,/en/players/tommy-robredo/r419/overview,www.atptour.com/-/media/tennis/players/head-shot/vibrant/robredo-headshot15.png,ESP,"Sant Cugat del Valles, Spain","Hostalric, Spain",(1982.05.01),1982,05,01,1998,165,75,5,"11""",180,Right-Handed, One-Handed Backhand,,5,06.08.28,"$45,611","$13,341,835",0,12,0-0,533-356
ci14,jay-clarke,Jay,Clarke,169,/en/players/jay-clarke/ci14/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/clarke_jay_head_pp18.png,GBR,"Derby, England","Derby, England",(1998.07.27),1998,07,27,2016,181,82,6,"2""",188,Right-Handed, Two-Handed Backhand,Curtis Clarke,158,19.05.27,"$83,211","$313,060",0,0,0-2,1-5
d985,joao-domingues,Joao,Domingues,170,/en/players/joao-domingues/d985/overview,,POR,"Porto, Portugal","Oliveira de Azemeis, Portugal",(1993.10.05),1993,10,05,2013,154,70,,,,Right-Handed, Two-Handed Backhand,João Antunes and André Podalka,160,19.05.20,"$78,767","$260,645",0,0,2-1,8-4
be54,ruben-bemelmans,Ruben,Bemelmans,171,/en/players/ruben-bemelmans/be54/overview,www.atptour.com/-/media/tennis/players/head-shot/compressed/belemans-headshot-getty12.png,BEL,"Maasmechelen, Belgium","Genk, Belgium",(1988.01.14),1988,01,14,2006,165,75,6,"0""",183,Left-Handed, Two-Handed Backhand,"Fred Hemmes, Johan Van Herck",84,15.09.28,"$46,649","$1,922,218",0,0,0-1,28-58
tc12,mikael-torpegaard,Mikael,Torpegaard,172,/en/players/mikael-torpegaard/tc12/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/torpegaard_mikael_2016.png,DEN,United States,"Gentofte, Denmark",(1994.05.08),1994,05,08,,187,85,6,"4""",193,Right-Handed, Two-Handed Backhand,"Ty Tucker, Justin Kronauge, David Schilling",170,19.06.17,"$38,597","$79,327",0,0,0-0,3-3
sm25,jack-sock,Jack,Sock,173,/en/players/jack-sock/sm25/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/sock_head_ao18.png,USA,"Kansas City, KS, USA","Lincoln, NE, USA",(1992.09.24),1992,09,24,2011,195,88,6,"3""",191,Right-Handed, Two-Handed Backhand,Mark Knowles,8,17.11.20,"$54,090","$10,347,704",0,4,0-1,162-127
gb53,federico-gaio,Federico,Gaio,174,/en/players/federico-gaio/gb53/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/gaio_head_ao19.png,ITA,"Faenza, Italy","Faenza, Italy",(1992.03.05),1992,03,05,2009,185,84,5,"11""",180,Right-Handed, One-Handed Backhand,Giancarlo Palumbo,146,17.03.20,"$54,091","$456,779",0,0,0-1,2-7
mn13,maximilian-marterer,Maximilian,Marterer,175,/en/players/maximilian-marterer/mn13/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/marterer_head_ao19.png,GER,"Stein, Germany","Nuremberg, Germany",(1995.06.15),1995,06,15,2015,185,84,6,"3""",191,Left-Handed, Two-Handed Backhand,Michael Kohlmann,45,18.08.13,"$254,370","$1,411,268",0,0,5-10,23-47
ce77,federico-coria,Federico,Coria,176,/en/players/federico-coria/ce77/overview,,ARG,"Buenos Aires, Argentina","Rosario, Argentina",(1992.03.09),1992,03,09,2010,161,73,5,"11""",180,Right-Handed, Two-Handed Backhand,Tomas Cottet,176,19.07.01,"$25,530","$191,152",0,0,0-0,1-1
n679,stefano-napolitano,Stefano,Napolitano,177,/en/players/stefano-napolitano/n679/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/napolitano_head_ao19.png,ITA,"Besazio, Switzerland","Biella, Italy",(1995.04.11),1995,04,11,2012,198,90,6,"5""",196,Right-Handed, Two-Handed Backhand,Johan Ortegren,152,17.06.12,"$51,633","$420,434",0,0,0-0,1-2
a941,facundo-arguello,Facundo,Arguello,178,/en/players/facundo-arguello/a941/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/arguello_head_pp19.png,ARG,"Cordoba, Argentina","Cordoba, Argentina",(1992.08.04),1992,08,04,,170,77,5,"10""",178,Right-Handed, Two-Handed Backhand,Javier Nalbandian,104,14.04.14,"$29,061","$567,374",0,0,0-0,1-15
mm66,nikola-milojevic,Nikola,Milojevic,179,/en/players/nikola-milojevic/mm66/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/milojevic_nikola_2019.png,SRB,"Belgrade, Serbia","Belgrade, Serbia",(1995.06.19),1995,06,19,,168,76,6,"2""",188,Right-Handed, Two-Handed Backhand,,137,19.05.13,"$47,812","$333,290",0,0,0-0,1-1
u134,yasutaka-uchiyama,Yasutaka,Uchiyama,180,/en/players/yasutaka-uchiyama/u134/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/uchiyama-y_headshot_getty14.png,JPN,"Tokyo, Japan","Sapporo, Japan",(1992.08.05),1992,08,05,2011,172,78,6,"0""",183,Right-Handed, Two-Handed Backhand,Kentaro Masuda,162,17.07.31,"$55,443","$524,461",0,0,2-1,5-6
ha28,filip-horansky,Filip,Horansky,181,/en/players/filip-horansky/ha28/overview,,SVK,"Piestany, Slovakia","Piestany, Slovakia",(1993.01.07),1993,01,07,,,,,,,Right-Handed, Two-Handed Backhand,Karol Kucera,161,19.05.20,"$37,902","$193,071",0,0,0-1,1-4
rc96,noah-rubin,Noah,Rubin,182,/en/players/noah-rubin/rc96/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/rubin_headao17.png,USA,"Long Island, NY, USA","Long Island, NY, USA",(1996.02.21),1996,02,21,2015,155,70,5,"9""",175,Right-Handed, Two-Handed Backhand,Carlos Benatzky,125,18.10.08,"$69,733","$624,231",0,0,0-2,7-17
kc12,mitchell-krueger,Mitchell,Krueger,183,/en/players/mitchell-krueger/kc12/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2018/krueger_mitchell_2018.png,USA,"Dallas, TX, USA","Fort Worth, TX, USA",(1994.01.12),1994,01,12,2012,180,82,6,"2""",188,Right-Handed, Two-Handed Backhand,Dave Licker,159,19.02.18,"$106,507","$573,869",0,0,0-1,2-8
ga36,emilio-gomez,Emilio,Gomez,184,/en/players/emilio-gomez/ga36/overview,www.atptour.com/-/media/tennis/players/gomz-emilio-headshot_lq.png,ECU,Guayaquil,Guayaquil,(1991.11.28),1991,11,28,,178,81,6,"1""",185,Right-Handed, Two-Handed Backhand,,184,19.06.17,"$51,272","$261,459",0,0,0-0,13-10
b884,carlos-berlocq,Carlos,Berlocq,185,/en/players/carlos-berlocq/b884/overview,www.atptour.com/-/media/tennis/players/head-shot/compressed/berlocq-headshot_14.png,ARG,"Buenos Aires, Argentina","Chascomus, Argentina",(1983.02.03),1983,02,03,2001,178,81,6,"0""",183,Right-Handed, One-Handed Backhand,Leonardo Alonso,37,12.03.19,"$42,677","$4,219,173",0,2,0-3,134-193
ba98,simone-bolelli,Simone,Bolelli,186,/en/players/simone-bolelli/ba98/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/bolelli_head_ao19.png,ITA,"Monte Carlo, Monaco","Bologna, Italy",(1985.10.08),1985,10,08,2003,182,83,6,"0""",183,Right-Handed, One-Handed Backhand,,36,09.02.23,"$87,486","$5,116,948",0,0,1-3,123-165
pd07,vasek-pospisil,Vasek,Pospisil,187,/en/players/vasek-pospisil/pd07/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/pospisil_head_ao18.png,CAN,"Freeport, Bahamas","Vernon, Canada",(1990.06.23),1990,06,23,2007,194,88,6,"4""",193,Right-Handed, Two-Handed Backhand,Dirk Hordorff,25,14.01.27,,"$5,287,905",0,0,0-0,99-136
kb95,jason-kubler,Jason,Kubler,188,/en/players/jason-kubler/kb95/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/kubler_jason_head_pp18.png,AUS,"Brisbane, Australia","Brisbane, Australia",(1993.05.19),1993,05,19,2011,163,74,5,"10""",178,Right-Handed, Two-Handed Backhand,Desmond Tyson,91,18.10.08,"$75,842","$509,207",0,0,0-1,2-7
pg94,marc-polmans,Marc,Polmans,189,/en/players/marc-polmans/pg94/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/pohlmans_002_ao17_headshot-template.png,AUS,"Melbourne, Australia","Amanzimtoti, South Africa",(1997.05.02),1997,05,02,2015,172,78,6,"2""",188,Right-Handed, Two-Handed Backhand,Tony Vermaak and Peter Luczak,137,18.10.29,"$84,120","$474,045",0,0,0-1,0-3
kc86,darian-king,Darian,King,190,/en/players/darian-king/kc86/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/king_d_lq16_headshot.png,BAR,"Bridgetown, Barbados","Bridgetown, Barbados",(1992.04.26),1992,04,26,2010,170,77,6,"2""",188,Right-Handed, Two-Handed Backhand,Christopher King,106,17.05.08,"$75,298","$549,678",0,0,0-1,26-15
j620,maxime-janvier,Maxime,Janvier,191,/en/players/maxime-janvier/j620/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/janvier_maxime_head_pp2019.png,FRA,"Gouvieux, France","Creil, France",(1996.10.18),1996,10,18,2014,176,80,6,"4""",193,Right-Handed, Two-Handed Backhand,Olivier Bardeau,190,19.05.27,"$98,514","$319,403",0,0,0-2,0-3
kd46,thanasi-kokkinakis,Thanasi,Kokkinakis,192,/en/players/thanasi-kokkinakis/kd46/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/kokkinakis_head_ao19.png,AUS,"Adelaide, Australia","Adelaide, Australia",(1996.04.10),1996,04,10,2013,185,84,6,"4""",193,Right-Handed, Two-Handed Backhand,"Todd Langman, Joel Kerley",69,15.06.08,"$81,480","$1,292,101",0,0,0-2,24-42
e865,christopher-eubanks,Christopher,Eubanks,193,/en/players/christopher-eubanks/e865/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/eubanks_head_ao19.png,USA,"Atlanta, GA, USA","Atlanta, GA, USA",(1996.05.05),1996,05,05,2017,180,82,6,"7""",201,Right-Handed, One-Handed Backhand,Kenny Thorne,147,19.04.15,"$114,889","$375,565",0,0,1-3,3-9
ge33,daniel-elahi-galan,Daniel Elahi,Galan,194,/en/players/daniel-elahi-galan/ge33/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/galan_daniel-elahi_2018.png,COL,"Bogota, Colombia","Bucaramanga, Colombia",(1996.06.18),1996,06,18,2015,159,72,6,"3""",191,Right-Handed, Two-Handed Backhand,Santos Galan,166,18.07.23,"$80,107","$248,256",0,0,4-1,8-4
w503,james-ward,James,Ward,195,/en/players/james-ward/w503/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/ward_james_head_pp18.png,GBR,"London, England","London, England",(1987.02.09),1987,02,09,2006,171,78,6,"2""",188,Right-Handed, Two-Handed Backhand,,89,15.07.13,"$76,892","$1,384,826",0,0,0-2,25-59
gb61,viktor-galovic,Viktor,Galovic,196,/en/players/viktor-galovic/gb61/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/galovic_head17.png,CRO,"Bussero, Italy","Nova Gradiska, Croatia",(1990.09.19),1990,09,19,2011,194,88,6,"4""",193,Right-Handed, Two-Handed Backhand,Daniel Panajotti,173,18.05.14,"$40,670","$248,114",0,0,0-1,3-5
y124,donald-young,Donald,Young,197,/en/players/donald-young/y124/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/young_head_16.png,USA,"Atlanta, GA, USA","Chicago, IL, USA",(1989.07.23),1989,07,23,2004,175,79,6,"0""",183,Left-Handed, Two-Handed Backhand,"Donald Young Sr., Illona Young",38,12.02.27,"$63,013","$4,571,596",0,0,0-1,124-188
gj37,tallon-griekspoor,Tallon,Griekspoor,198,/en/players/tallon-griekspoor/gj37/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/griekspoor_tallon_2018.png,NED,"Nieuw Vennep, Netherlands","Haarlem, Netherlands",(1996.07.02),1996,07,02,,181,82,6,"2""",188,Right-Handed, Two-Handed Backhand,,181,18.07.30,"$60,327","$244,858",0,0,1-2,2-5
lb66,constant-lestienne,Constant,Lestienne,199,/en/players/constant-lestienne/lb66/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/lestienne_constant_head_pp19.png,FRA,"Paris, France","Amiens, France",(1992.05.23),1992,05,23,2012,159,72,5,"11""",180,Right-Handed, Two-Handed Backhand,,142,19.01.14,"$40,089","$318,809",0,0,0-1,1-4
n503,aleksandr-nedovyesov,Aleksandr,Nedovyesov,200,/en/players/aleksandr-nedovyesov/n503/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/nedovyesovaheadshotlq.png,KAZ,"Astana, Kazakhstan","Alushta, Ukraine",(1987.02.15),1987,02,15,2005,179,81,6,"4""",193,Right-Handed, Two-Handed Backhand,Numrid Muhatasov,72,14.04.21,"$42,282","$924,200",0,0,0-0,6-26
bc72,daniel-brands,Daniel,Brands,201,/en/players/daniel-brands/bc72/overview,www.atptour.com/-/media/tennis/players/head-shot/brands-atpwt-headshot-template.png,GER,"Bogen, Germany","Deggendorf, Germany",(1987.07.17),1987,07,17,2005,203,92,6,"5""",196,Right-Handed, One-Handed Backhand,Alexander Satschko,51,13.08.19,"$41,672","$2,152,643",0,0,1-1,60-93
v717,alexey-vatutin,Alexey,Vatutin,202,/en/players/alexey-vatutin/v717/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/vatutin_alexey_16.png,RUS,"Volgograd, Russia","Volgograd, Russia",(1992.10.27),1992,10,27,,152,69,5,"10""",178,Right-Handed, Two-Handed Backhand,"Yuriy Kozlovich (uncle), Eduard Davydenko,Andrei Gorban",136,18.07.02,"$98,807","$374,942",0,0,0-1,2-3
bd80,attila-balazs,Attila,Balazs,203,/en/players/attila-balazs/bd80/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/balazs-a_headshot_lq12.png,HUN,"Budapest, Hungary","Budapest, Hungary",(1988.09.27),1988,09,27,,172,78,5,"11""",180,Right-Handed, Two-Handed Backhand,Daniel Szendrei,153,10.10.11,"$48,962","$352,612",0,0,2-1,17-14
n897,sumit-nagal,Sumit,Nagal,204,/en/players/sumit-nagal/n897/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/nagal_head17.png,IND,"New Delhi, India","Jhajjar, India",(1997.08.16),1997,08,16,,152,69,5,"10""",178,Right-Handed, Two-Handed Backhand,Mariano Delfino,204,19.07.01,"$22,354","$139,030",0,0,0-0,0-3
kd35,thai-son-kwiatkowski,Thai-Son,Kwiatkowski,205,/en/players/thai-son-kwiatkowski/kd35/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/kwiatkowski_thai-son_2017.png,USA,"Charlottesville, VA, USA","Charlotte, NC, USA",(1995.02.13),1995,02,13,2017,175,79,6,"2""",188,Right-Handed, Two-Handed Backhand,Carlos Benatzky,205,19.07.01,"$20,427","$168,610",0,0,0-0,0-3
mj71,mats-moraing,Mats,Moraing,206,/en/players/mats-moraing/mj71/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/moraing_2018pp.png,GER,"Mülheim an der Ruhr, Germany","Mülheim an der Ruhr, Germany",(1992.06.20),1992,06,20,2013,185,84,6,"6""",198,Left-Handed, Two-Handed Backhand,Peter Moraing,148,18.07.30,"$78,255","$243,843",0,0,0-1,0-1
l797,lukas-lacko,Lukas,Lacko,207,/en/players/lukas-lacko/l797/overview,www.atptour.com/-/media/tennis/players/head-shot/compressed/lacko_headshot-getty12.png,SVK,"Bratislava, Slovakia","Piestany, Slovakia",(1987.11.03),1987,11,03,2005,192,87,6,"2""",188,Right-Handed, Two-Handed Backhand,Jan Kroslak,44,13.01.14,"$76,458","$3,308,161",0,0,1-3,97-147
be67,mirza-basic,Mirza,Basic,208,/en/players/mirza-basic/be67/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/basic_head_ao19.png,BIH,"Sarajevo, Bosnia-Herzegovina","Sarajevo, Bosnia-Herzegovina",(1991.07.12),1991,07,12,2012,194,88,6,"2""",188,Right-Handed, Two-Handed Backhand,"Damir Basic, Daniel Meyers",74,18.02.19,"$103,271","$1,074,433",0,1,0-3,30-34
s0ag,jannik-sinner,Jannik,Sinner,209,/en/players/jannik-sinner/s0ag/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/sinner_jannick_head19.png,ITA,"Sexten, Italy","San Candido, Italy",(2001.08.16),2001,08,16,,165,75,6,"2""",188,Right-Handed, Two-Handed Backhand,"Riccardo Piatti, Andrea Volpini",209,19.06.17,"$82,119","$92,943",0,0,2-4,2-4
la93,enrique-lopez-perez,Enrique,Lopez Perez,210,/en/players/enrique-lopez-perez/la93/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/lopezperez-e_headshot_lq.png,ESP,"Madrid, Spain","Madrid, Spain",(1991.06.03),1991,06,03,2009,168,76,5,"11""",180,Right-Handed, Two-Handed Backhand,Victor Recio Garcia,135,19.04.15,"$5,835","$456,407",0,0,0-0,0-0
d981,arthur-de-greef,Arthur,De Greef,211,/en/players/arthur-de-greef/d981/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/degreef-a_headshot_getty13.png,BEL,"Brussels, Belgium","Brussels, Belgium",(1992.03.27),1992,03,27,2010,161,73,6,"0""",183,Right-Handed, Two-Handed Backhand,Maxime Halflants,113,17.06.19,"$44,336","$404,233",0,0,0-1,3-7
h997,yannick-hanfmann,Yannick,Hanfmann,212,/en/players/yannick-hanfmann/h997/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/hanfmann_head_ao18.png,GER,"Munich, Germany","Karlsruhe, Germany",(1991.11.13),1991,11,13,2015,190,86,6,"4""",193,Right-Handed, Two-Handed Backhand,"Lars Uebel, Lukas Wolff",99,18.07.16,"$57,703","$423,754",0,0,0-1,8-12
z168,mischa-zverev,Mischa,Zverev,213,/en/players/mischa-zverev/z168/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/zverev_m_head_ao19.png,GER,"Monte Carlo, Monaco","Moscow, Russia",(1987.08.22),1987,08,22,2005,195,88,6,"3""",191,Left-Handed, Two-Handed Backhand,"Alexander Zverev Sr., Arturs Kazijevs",25,17.07.24,"$220,160","$5,519,747",0,1,1-10,130-194
cg94,enzo-couacaud,Enzo,Couacaud,214,/en/players/enzo-couacaud/cg94/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/couacaud_enzo_head_pp2019.png,FRA,France,Curepipe,(1995.03.01),1995,03,01,,171,78,5,"11""",180,Right-Handed, Two-Handed Backhand,Rohan Williams,206,15.03.02,"$42,670","$204,052",0,0,0-0,0-0
mj01,roberto-marcora,Roberto,Marcora,215,/en/players/roberto-marcora/mj01/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/marcora_roberto_head19.png,ITA,"Busto Arsizio, Italy","Busto Arsizio, Italy",(1989.08.30),1989,08,30,2009,187,85,6,"4""",193,Right-Handed, One-Handed Backhand,Francesco Aldi,178,15.04.20,"$30,212","$194,278",0,0,0-0,0-1
kd87,evgeny-karlovskiy,Evgeny,Karlovskiy,216,/en/players/evgeny-karlovskiy/kd87/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/karlovskiy_evgeny_head_pp2019.png,RUS,"Moscow, Russia","Moscow, Russia",(1994.08.07),1994,08,07,,187,85,6,"3""",191,Right-Handed, Two-Handed Backhand,,211,19.06.17,"$24,173","$174,176",0,0,0-0,0-1
le01,duckhee-lee,Duckhee,Lee,217,/en/players/duckhee-lee/le01/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/duck_hee_head_ao18.png,KOR,"Jecheon, South Korea","Jecheon, South Korea",(1998.05.29),1998,05,29,2013,165,75,5,"9""",175,Right-Handed, Two-Handed Backhand,,130,17.04.10,"$29,915","$356,009",0,0,0-0,2-1
bt68,elliot-benchetrit,Elliot,Benchetrit,218,/en/players/elliot-benchetrit/bt68/overview,www.atptour.com/-/media/tennis/players/head-shot/lr2018/benchetrit_elliot_2018.png,FRA,"Nice, France","Nice, France",(1998.10.02),1998,10,02,2016,189,86,6,"3""",191,Right-Handed, Two-Handed Backhand,Jean-Michel Pequery,218,19.06.17,"$112,143","$229,780",0,0,1-1,1-2
a622,andrea-arnaboldi,Andrea,Arnaboldi,219,/en/players/andrea-arnaboldi/a622/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/arnaboldi-a_headshot_lq14.png,ITA,"Cantu, Italy","Milan, Italy",(1987.12.27),1987,12,27,2006,158,72,5,"11""",180,Left-Handed, One-Handed Backhand,Fabrizio Albani,153,15.10.12,"$40,244","$764,348",0,0,0-0,4-8
hb29,andrew-harris,Andrew,Harris,220,/en/players/andrew-harris/hb29/overview,,AUS,Australia,Box Hill,(1994.03.07),1994,03,07,,181,82,6,"0""",183,Right-Handed, One-Handed Backhand,John Roddick,216,19.05.27,"$29,704","$92,462",0,0,0-0,0-0
d632,steve-darcis,Steve,Darcis,221,/en/players/steve-darcis/d632/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/darcis_head_ao19.png,BEL,"Dolembreux, Belgium","Liege, Belgium",(1984.03.13),1984,03,13,2003,171,78,5,"9""",175,Right-Handed, One-Handed Backhand,Yannis Demeroutis,38,17.05.22,"$138,799","$3,129,450",0,2,3-5,114-126
z272,ze-zhang,Ze,Zhang,222,/en/players/ze-zhang/z272/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/zhang_ze_head_pp18.png,CHN,"Nanjing, China","Nanjing, China",(1990.07.04),1990,07,04,2008,187,85,6,"2""",188,Right-Handed, Two-Handed Backhand,Jiang Wei,148,13.05.27,"$52,065","$995,343",0,0,0-1,19-39
mo55,lucas-miedler,Lucas,Miedler,223,/en/players/lucas-miedler/mo55/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/miedler_head_18.png,AUT,"Tulln, Austria","Tulln, Austria",(1996.06.21),1996,06,21,2014,172,78,6,"0""",183,Right-Handed, One-Handed Backhand,"Roland Berger, Werner Eschauer, Pascal Brunner",201,18.10.15,"$42,604","$197,514",0,0,0-0,0-2
sj55,john-patrick-smith,John-Patrick,Smith,224,/en/players/john-patrick-smith/sj55/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/smith_jp_head_16.png,AUS,"Townsville, Australia","Townsville, Australia",(1989.01.24),1989,01,24,2012,185,84,6,"2""",188,Left-Handed, Two-Handed Backhand,Jacob Meyer,108,15.09.28,"$32,076","$1,161,440",0,0,0-0,5-19
v495,luca-vanni,Luca,Vanni,225,/en/players/luca-vanni/v495/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/vanni_luca_head_pp18.png,ITA,"Foiano della Chiana, Italy","Castel del Piano, Italy",(1985.06.04),1985,06,04,,207,94,6,"6""",198,Right-Handed, Two-Handed Backhand,Fabio Gorietti,100,15.05.11,"$68,724","$764,262",0,0,0-1,5-18
d916,steven-diez,Steven,Diez,226,/en/players/steven-diez/d916/overview,www.atptour.com/-/media/tennis/players/head-shot/lq/active/diez-steven-16.png,CAN,"Lliça d'amunt, Spain","Toronto, Canada",(1991.03.17),1991,03,17,,145,66,0,"0""",0,Right-Handed, Two-Handed Backhand,Marcos Roy,162,16.09.12,"$29,638","$415,783",0,0,1-1,2-7
mc10,andy-murray,Andy,Murray,227,/en/players/andy-murray/mc10/overview,www.atptour.com/-/media/tennis/players/head-shot/2019/murray_head_castore_pp19.png,GBR,"London, England","Glasgow, Scotland",(1987.05.15),1987,05,15,2005,181,82,6,"3""",191,Right-Handed, Two-Handed Backhand,Jamie Delgado,51,11.10.17,"$77,737","$61,186,962",1,3,4-1,71-72
cg04,pedro-cachin,Pedro,Cachin,228,/en/players/pedro-cachin/cg04/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/cachin_headshot_18.png,ARG,"Bell Ville, Argentina","Bell Ville, Argentina",(1995.04.12),1995,04,12,,170,77,6,"1""",185,Right-Handed, Two-Handed Backhand,Victor Carceller and Alex Corretja,166,15.09.14,"$31,860","$204,409",0,0,2-1,2-3
sf62,tim-smyczek,Tim,Smyczek,229,/en/players/tim-smyczek/sf62/overview,www.atptour.com/-/media/tennis/players/head-shot/2016/smyczek_head_16.png,USA,"Dallas, TX, USA","Milwaukee, WI, USA",(1987.12.30),1987,12,30,2006,160,73,5,"9""",175,Right-Handed, Two-Handed Backhand,Dustin Taylor,68,15.04.06,"$50,553","$2,023,618",0,0,0-1,42-83
l733,zhe-li,Zhe,Li,230,/en/players/zhe-li/l733/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/li_z_head17.png,CHN,"Tianjin, China","Tianjin, China",(1986.09.20),1986,09,20,2004,169,77,6,"1""",185,Right-Handed, Two-Handed Backhand,Christophe Lambert,210,16.03.21,"$80,224","$544,642",0,0,1-2,6-9
sk47,mohamed-safwat,Mohamed,Safwat,231,/en/players/mohamed-safwat/sk47/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/safwat_head_pp18.png,EGY,"Cairo, Egypt","Mansoura, Egypt",(1990.09.19),1990,09,19,,182,83,5,"11""",180,Right-Handed, Two-Handed Backhand,Gilbert Schaller,163,18.06.25,"$59,158","$513,925",0,0,0-1,7-17
q941,roberto-quiroz,Roberto,Quiroz,232,/en/players/roberto-quiroz/q941/overview,www.atptour.com/-/media/tennis/players/head-shot/2018/quiroz_roberto_getty18.png,ECU,"Guayaquil, Ecuador","Guayaquil, Ecuador",(1992.02.23),1992,02,23,2014,193,88,6,"4""",193,Left-Handed, Two-Handed Backhand,Martín Rodríguez,172,19.03.18,"$34,625","$260,669",0,0,0-0,6-6
sc73,rogerio-dutra-silva,Rogerio,Dutra Silva,233,/en/players/rogerio-dutra-silva/sc73/overview,www.atptour.com/-/media/tennis/players/head-shot/2017/silva-headshot-template.png,BRA,"Santa Barbara d'Oeste, Brazil","Sao Paulo, Brazil",(1984.02.05),1984,02,05,2003,161,73,5,"10""",178,Right-Handed, One-Handed Backhand,Leonardo Kirche,63,17.07.24,"$44,150","$1,812,036",0,0,0-2,30-65
